"building_id","building_polygon_wkt"
625,"MULTIPOLYGON(((2.336881604893143 48.86647100047068,2.336886404893143 48.866468600470704,2.336908804893133 48.86645500047072,2.336989904893101 48.8664085004707,2.337004604893096 48.86640000047069,2.337129404893047 48.86632630047067,2.337195904893036 48.86645120047069,2.337060004893086 48.866506900470675,2.337011404893104 48.86652900047069,2.336963004893122 48.86655250047069,2.336881604893143 48.86647100047068)))"
630,"MULTIPOLYGON(((2.336669704893111 48.865180200470654,2.33666900489311 48.865178700470665,2.33661980489312 48.86508560047066,2.336606904893122 48.86506150047066,2.33656360489313 48.86497920047067,2.336795904893046 48.86492750047063,2.336839904893038 48.86501540047066,2.336846904893036 48.865029000470656,2.336896804893027 48.86512830047065,2.336669704893111 48.865180200470654)))"
641,"MULTIPOLYGON(((2.341363904891114 48.86044500047026,2.341359504891103 48.86031940047026,2.341452204891073 48.860338500470256,2.341460404891082 48.860466200470235,2.341464304891083 48.860488200470236,2.341480404891084 48.86058640047023,2.34135640489113 48.86062670047026,2.341365704891116 48.860498000470244,2.341363904891114 48.86044500047026)))"
642,"MULTIPOLYGON(((2.341363904891114 48.86044500047026,2.341283404891142 48.86046830047024,2.341058104891224 48.860533600470276,2.34088270489129 48.86058440047029,2.340969804891273 48.86075200047028,2.34135640489113 48.86062670047026,2.341365704891116 48.860498000470244,2.341363904891114 48.86044500047026)))"
647,"MULTIPOLYGON(((2.346628504889166 48.85871110046993,2.346777704889112 48.858667400469926,2.346901404889081 48.8588312004699,2.346753304889138 48.85887910046993,2.346714304889148 48.85882760046993,2.34670200488915 48.85880940046991,2.346628504889166 48.85871110046993)))"
652,"MULTIPOLYGON(((2.346781404889144 48.85908870046994,2.346640404889196 48.85913410046992,2.346625104889205 48.85917990046992,2.34674920488917 48.85927400046993,2.346848604889132 48.85921780046995,2.34688040488912 48.859199500469956,2.34684390488913 48.85917420046993,2.346781404889144 48.85908870046994)))"
653,"MULTIPOLYGON(((2.346285804889351 48.85954050046996,2.346277204889352 48.85953630046996,2.346028404889422 48.85933340046996,2.34614160488938 48.859296700469976,2.346246604889352 48.85938580046996,2.346284104889342 48.859417300469985,2.346339304889319 48.85938560046995,2.346373404889307 48.859365300469975,2.346376704889305 48.85936360046997,2.346420404889294 48.85939930046996,2.346409004889299 48.85940610046997,2.346449704889287 48.85943280046996,2.346447304889287 48.85943450046995,2.346288304889351 48.85953870047,2.346285804889351 48.85954050046996)))"
654,"MULTIPOLYGON(((2.346285804889351 48.85954050046996,2.346325104889342 48.85956890046997,2.346209304889386 48.859640300469984,2.34614750488941 48.85967410046998,2.346080704889434 48.85970250046998,2.346075104889437 48.859704800469984,2.346072504889438 48.85970410047,2.345969504889465 48.859594900469965,2.345982304889459 48.85958610047,2.345980204889459 48.859584800469975,2.345810204889505 48.859424800470016,2.345818804889499 48.859401600469965,2.346028404889422 48.85933340046996,2.346277204889352 48.85953630046996,2.346285804889351 48.85954050046996)))"
655,"MULTIPOLYGON(((2.343817904890273 48.86046970047014,2.34378410489028 48.86041250047015,2.343742504890289 48.86034050047012,2.34374160489029 48.86033690047014,2.34379120489027 48.860324400470134,2.343780204890274 48.86030800047012,2.34378340489027 48.86030700047012,2.343801004890265 48.86030030047011,2.343803504890265 48.86029920047013,2.343805404890265 48.860297900470144,2.343806704890263 48.860296500470106,2.343807804890264 48.860294800470136,2.343808104890262 48.860292400470136,2.343807804890263 48.86029020047012,2.343806604890264 48.86028800047013,2.343805604890262 48.86028650047011,2.343798204890264 48.86027600047011,2.343773504890271 48.86023980047011,2.343740604890277 48.86019450047013,2.343729804890281 48.86019770047013,2.343659704890298 48.86010140047011,2.343692304890285 48.860090800470125,2.34376310489026 48.86006770047011,2.343833604890244 48.86016460047009,2.343822904890247 48.86016860047011,2.343824104890246 48.860171000470125,2.343870704890235 48.86023450047013,2.343887504890233 48.860257300470124,2.343888104890233 48.86025840047012,2.343891604890232 48.86026180047012,2.34389430489023 48.86026360047011,2.343896904890229 48.86026490047012,2.34389970489023 48.86026600047012,2.343902904890228 48.86026680047013,2.343905104890226 48.8602670004701,2.343906304890227 48.86026710047011,2.343909504890226 48.860267000470095,2.343912804890224 48.86026650047012,2.343930504890218 48.860260000470106,2.343933404890217 48.860258900470136,2.343946204890214 48.8602752004701,2.343971104890207 48.86030600047011,2.344032504890196 48.8604219004701,2.34388020489025 48.860456100470124,2.343817904890273 48.86046970047014)))"
660,"MULTIPOLYGON(((2.339545404891818 48.861432500470386,2.339313204891904 48.8615078004704,2.339330204891899 48.86154110047038,2.33949930489187 48.86186990047041,2.339521004891865 48.86191210047038,2.33954870489186 48.8619663004704,2.339671804891822 48.8620060004704,2.340025604891693 48.861924700470375,2.339696804891782 48.86164330047037,2.339569204891812 48.86146570047035,2.339545404891818 48.861432500470386)))"
661,"MULTIPOLYGON(((2.337372704892656 48.862603300470525,2.337145804892704 48.862208400470536,2.337195404892685 48.86219240047053,2.339015704892014 48.86160300047041,2.33903310489201 48.8616369004704,2.33924270489197 48.862039600470396,2.339184104891998 48.86212340047043,2.337421604892641 48.86259040047051,2.337372704892656 48.862603300470525)))"
662,"MULTIPOLYGON(((2.335005404893515 48.86315400047067,2.334928604893544 48.86317910047065,2.33482800489358 48.86321130047069,2.334772304893602 48.86322970047068,2.33473800489361 48.86318410047067,2.334706904893617 48.86314160047066,2.334643804893631 48.86305750047066,2.334619904893636 48.86302550047067,2.334851104893552 48.86295110047067,2.334875504893545 48.862982700470674,2.334954004893528 48.863085700470656,2.334998204893517 48.86314280047067,2.335005404893515 48.86315400047067)))"
664,"MULTIPOLYGON(((2.334414104893736 48.863366500470676,2.334386104893742 48.86332970047068,2.334377104893745 48.863318500470704,2.334333804893756 48.863259100470714,2.334274104893769 48.86317680047071,2.334249404893774 48.86314520047069,2.334434604893704 48.863085200470685,2.334459104893699 48.86311700047069,2.334590704893669 48.863293900470694,2.334414104893736 48.863366500470676)))"
665,"MULTIPOLYGON(((2.334414104893736 48.863366500470676,2.334386104893742 48.86332970047068,2.334377104893745 48.863318500470704,2.334333804893756 48.863259100470714,2.334274104893769 48.86317680047071,2.334249404893774 48.86314520047069,2.333963704893879 48.86323710047071,2.333987604893873 48.863269300470726,2.334287604893803 48.86367320047071,2.334355604893782 48.86368400047072,2.334598404893688 48.8635634004707,2.334490304893717 48.863468800470706,2.334414104893736 48.863366500470676)))"
666,"MULTIPOLYGON(((2.33361690489403 48.863626200470776,2.33361550489403 48.86362410047073,2.333598204894037 48.86362650047075,2.333570804894046 48.86363030047077,2.33355900489405 48.863608300470744,2.33354970489405 48.86359130047074,2.333492504894065 48.86351450047074,2.333442504894076 48.86344870047075,2.333417604894081 48.86341530047076,2.333462504894065 48.86340090047076,2.33369460489398 48.86332550047076,2.333718504893974 48.86335790047073,2.33385850489394 48.863546100470735,2.333700004893999 48.863595000470745,2.33361690489403 48.863626200470776)))"
667,"MULTIPOLYGON(((2.333392804894129 48.863894600470765,2.333319304894156 48.86391480047078,2.333385504894141 48.8640102004708,2.333232404894198 48.86405460047078,2.333062704894234 48.86378100047078,2.332976004894252 48.86364640047079,2.33300920489424 48.86363470047078,2.332982204894244 48.863597700470784,2.332957204894251 48.86356450047078,2.333140904894184 48.86350510047077,2.333165404894179 48.86353830047079,2.333224504894166 48.863630900470774,2.333260104894156 48.86368170047077,2.333262104894157 48.863684200470765,2.333275204894154 48.86370970047078,2.333291004894151 48.86373830047077,2.333392804894129 48.863894600470765)))"
668,"MULTIPOLYGON(((2.332842804894314 48.8638450004708,2.332782104894326 48.86374440047079,2.33280040489432 48.86373760047081,2.33275280489433 48.8636722004708,2.332728204894336 48.86363890047077,2.332957204894251 48.86356450047078,2.332982204894244 48.863597700470784,2.33300920489424 48.86363470047078,2.332976004894252 48.86364640047079,2.333062704894234 48.86378100047078,2.332842804894314 48.8638450004708)))"
669,"MULTIPOLYGON(((2.332545504894423 48.863929500470825,2.332406804894454 48.86374310047082,2.332728204894336 48.86363890047077,2.33275280489433 48.8636722004708,2.33280040489432 48.86373760047081,2.332782104894326 48.86374440047079,2.332842804894314 48.8638450004708,2.333068404894265 48.86419100047079,2.333067304894265 48.86419060047079,2.332823404894356 48.86425400047081,2.332638704894393 48.86396790047081,2.332590804894412 48.86398220047082,2.332574304894416 48.86396100047083,2.332549404894421 48.863928400470805,2.332545504894423 48.863929500470825)))"
670,"MULTIPOLYGON(((2.331305504894883 48.86434710047089,2.331200704894906 48.86417920047092,2.331202404894902 48.86417350047088,2.331180304894908 48.86413980047086,2.331324804894854 48.86409300047087,2.331346904894851 48.86412660047089,2.331460004894826 48.864296900470876,2.331305504894883 48.86434710047089)))"
671,"MULTIPOLYGON(((2.331029304894985 48.864452500470875,2.330913304895011 48.86427160047092,2.330934104895003 48.86426480047092,2.330931304895004 48.8642611004709,2.330909104895009 48.864227600470905,2.331180304894908 48.86413980047088,2.331202404894902 48.86417350047087,2.331200704894904 48.86417920047088,2.331305504894883 48.86434710047088,2.331302404894883 48.86434850047087,2.331310304894882 48.864362600470876,2.331274204894894 48.8643736004709,2.3312621048949 48.8643776004709,2.331246404894906 48.864383100470874,2.331236304894909 48.8643862004709,2.331215404894917 48.86439310047089,2.331098004894959 48.864430200470885,2.331029304894985 48.864452500470875)))"
672,"MULTIPOLYGON(((2.330728804895074 48.864286000470905,2.33075090489507 48.86431950047092,2.33079870489506 48.864388000470925,2.330821404895055 48.86442250047091,2.330823504895054 48.86442610047094,2.330835604895051 48.86444430047093,2.330841304895049 48.86445280047091,2.330850404895048 48.86446640047092,2.330882904895041 48.86451740047094,2.330853604895052 48.86452810047093,2.33086360489505 48.864544600470914,2.330777204895082 48.86457270047092,2.330735904895092 48.86451780047091,2.330727304895093 48.864506500470924,2.330670404895107 48.864430000470925,2.330668504895107 48.864430100470926,2.330616004895119 48.864363200470926,2.330593804895124 48.86432960047092,2.330728804895074 48.864286000470905)))"
673,"MULTIPOLYGON(((2.330777204895082 48.86457270047092,2.330561504895161 48.86464120047091,2.330563104895162 48.86464630047093,2.330577904895157 48.86466900047093,2.330617604895151 48.86473170047095,2.330440004895215 48.86478460047095,2.330246204895257 48.86448290047092,2.33022450489526 48.86444920047095,2.330593804895124 48.86432960047092,2.330616004895119 48.864363200470926,2.330668504895107 48.864430100470926,2.330670404895107 48.864430000470925,2.330727304895093 48.864506500470924,2.330735904895092 48.86451780047091,2.330777204895082 48.86457270047092)))"
676,"MULTIPOLYGON(((2.329099204895698 48.865058900471034,2.32912710489569 48.86510010047104,2.329298304895628 48.865044600471016,2.329471404895565 48.864988900471005,2.329319104895598 48.864783700471015,2.329294404895605 48.86475070047102,2.329108504895674 48.86481070047103,2.328973704895723 48.86485450047103,2.328998304895717 48.86488750047102,2.329058704895704 48.86496650047103,2.329121004895689 48.86505080047103,2.329099204895698 48.865058900471034)))"
677,"MULTIPOLYGON(((2.32912710489569 48.86510010047104,2.329192004895677 48.86519630047103,2.329090904895714 48.86522950047104,2.329042504895733 48.865244800471025,2.329037404895733 48.865239800471024,2.328951204895754 48.865121300471046,2.328818704895784 48.86494570047102,2.328794604895791 48.86491260047102,2.328973704895723 48.86485450047103,2.328998304895717 48.86488750047102,2.329058704895704 48.86496650047103,2.329121004895689 48.86505080047103,2.329099204895698 48.865058900471034,2.32912710489569 48.86510010047104)))"
678,"MULTIPOLYGON(((2.328903504895783 48.86528390047105,2.328804804895805 48.865152600471035,2.328793404895808 48.86513630047105,2.32874250489582 48.86506890047104,2.328683804895834 48.864989200471044,2.32865970489584 48.864956200471035,2.328794604895791 48.86491260047102,2.328818704895784 48.86494570047102,2.328951204895754 48.865121300471046,2.329037404895733 48.865239800471024,2.328986204895752 48.86525680047105,2.328903504895783 48.86528390047105)))"
680,"MULTIPOLYGON(((2.327809704896154 48.86523130047111,2.327834004896148 48.8652644004711,2.327847404896145 48.86528180047109,2.327891304896129 48.86526890047109,2.327979104896106 48.86538800047109,2.328068604896076 48.86535910047109,2.328145704896056 48.86546050047109,2.328112404896069 48.86547150047109,2.328053104896092 48.86549030047109,2.327988304896106 48.865402100471094,2.327729504896205 48.86551440047111,2.327682204896222 48.865534800471124,2.327483704896275 48.865336900471114,2.327809704896154 48.86523130047111)))"
682,"MULTIPOLYGON(((2.325785004896938 48.86631640047122,2.325725504896959 48.86633720047123,2.325661004896975 48.86625220047125,2.325586504896993 48.86615240047124,2.325571904896996 48.86613240047123,2.325490604897015 48.86602160047123,2.32546660489702 48.86599050047125,2.325725704896923 48.86590650047124,2.325749004896919 48.86593760047124,2.325880604896887 48.86611390047122,2.325919904896878 48.866167200471224,2.325982304896864 48.86625140047122,2.325849804896913 48.866294900471225,2.325785004896938 48.86631640047122)))"
683,"MULTIPOLYGON(((2.324728904897326 48.8666194004713,2.324843604897282 48.866581800471295,2.324868304897273 48.866574300471285,2.324887404897265 48.8665682004713,2.324934104897249 48.86655300047128,2.324949304897242 48.866547800471274,2.324978304897232 48.86653890047129,2.325005204897221 48.86652980047129,2.325047504897207 48.86651610047128,2.324999804897218 48.8664574004713,2.324985704897222 48.86643890047127,2.325220304897134 48.86635180047126,2.325061804897172 48.86616090047127,2.32503590489718 48.86613000047128,2.324722404897295 48.86623150047131,2.324746404897291 48.866263700471265,2.324842004897266 48.86639640047129,2.324894904897254 48.86646960047128,2.324876804897262 48.86647570047128,2.324852504897271 48.86648360047128,2.324671404897338 48.866542100471285,2.324728904897326 48.8666194004713)))"
